VBELN,ERDAT,AUART,KUNNR
2000006511,2025-03-25,SO,0000000334
2000008996,2023-04-30,OR,0000000058
2000002644,2024-02-14,OR,0000000034
2000006692,2024-07-23,OR,0000000172
2000003275,2022-09-02,OR,0000000341
2000005026,2022-09-21,OR,0000000307
2000002389,2023-08-09,OR,0000000045
2000000114,2023-11-26,RE,0000000169
2000007096,2025-05-28,OR,0000000375
2000007305,2025-03-31,OR,0000000465
2000004290,2024-04-08,RE,0000000046
2000002499,2025-02-06,SO,0000000368
2000005251,2024-05-26,OR,0000000071
2000002845,2023-05-14,RE,0000000142
2000000700,2024-04-12,SO,0000000114
2000002025,2025-03-07,OR,0000000376
2000006959,2024-06-07,SO,0000000227
2000005187,2024-12-18,OR,0000000453
2000004754,2023-05-21,OR,0000000148
2000005518,,OR,0000000181
2000001593,2025-04-16,OR,0000000479
2000006852,2022-08-27,OR,0000000002
2000009672,2022-11-05,OR,0000000227
2000007213,2022-10-14,OR,0000000315
2000009296,2024-01-02,OR,0000000308
2000002721,2023-01-04,OR,0000000364
2000008592,2023-12-06,OR,0000000155
2000002998,2023-02-16,OR,0000000169
2000001854,2023-08-10,OR,0000000391
2000006944,2024-12-04,OR,0000000051
2000006486,2024-12-31,OR,0000000054
2000006209,2023-10-26,OR,0000000154
2000007009,2025-08-23,OR,0000000029
2000000948,2023-10-20,RE,0000000231
2000007010,2024-12-11,OR,0000000469
2000003844,2024-06-05,SO,0000000295
2000004830,2024-02-26,RE,0000000434
2000002700,2023-04-16,OR,0000000194
2000006162,2025-04-22,OR,0000000145
2000006831,2024-10-08,RE,0000000377
2000006352,2023-08-07,OR,0000000137
2000000815,2023-01-16,OR,0000000163
2000004579,2022-12-30,OR,0000000134
2000007995,2025-06-05,OR,0000000433
2000003199,2023-10-03,SO,0000000426
2000002142,2024-08-01,OR,0000000468
2000008670,2024-03-28,OR,0000000032
2000005666,2024-08-21,OR,0000000352
2000004887,2023-06-10,OR,0000000220
2000009496,2023-11-19,OR,0000000344
2000007122,2024-07-04,OR,0000000424
2000000915,2022-12-05,OR,0000000229
2000003045,2025-08-06,OR,0000000317
2000004497,2024-01-22,OR,0000000372
2000001924,2025-04-17,OR,0000000010
2000007079,2023-10-26,OR,0000000020
2000004418,2025-07-09,OR,0000000465
2000004983,2023-09-29,OR,0000000335
2000002358,2024-08-24,OR,0000000300
2000006971,2025-01-12,OR,0000000061
2000005999,2025-02-25,RE,0000000362
2000005428,2024-10-02,OR,0000000144
2000008757,2025-08-31,RE,0000000451
2000000339,2025-03-25,OR,0000000045
2000006128,2023-03-18,OR,0000000088
2000006071,2023-07-08,RE,0000000030
2000008489,2025-03-21,OR,0000000258
2000005202,2022-11-19,OR,0000000472
2000003798,2022-10-20,OR,0000000424
2000000993,2023-08-14,OR,0000000368
2000001118,2022-10-21,OR,0000000423
2000001832,2023-02-01,OR,0000000111
2000003167,2024-12-04,OR,0000000052
2000000721,2023-07-14,OR,0000000020
2000000497,2023-10-14,OR,0000000415
2000005876,2023-01-20,OR,0000000047
2000003033,2025-04-24,OR,0000000416
2000005225,2024-11-23,OR,0000000147
2000002385,2024-08-15,OR,0000000195
2000006627,2022-09-29,OR,0000000030
2000009096,2025-07-06,OR,0000000409
2000005433,2025-07-19,OR,0000000052
2000005865,2023-08-17,OR,0000000022
2000007241,2025-08-21,OR,0000000222
2000001423,2025-02-26,OR,0000000315
2000004878,2025-03-26,OR,0000000454
2000001723,2024-03-16,OR,0000000455
2000002393,2024-12-29,RE,0000000277
2000001991,2023-10-03,OR,0000000077
2000008475,2022-09-29,OR,0000000120
2000002331,2023-04-15,OR,0000000468
2000000565,2024-09-13,SO,0000000326
2000007759,2024-08-01,OR,0000000484
2000009835,2023-04-05,OR,0000000233
2000000670,2024-10-17,OR,0000000143
2000001898,2025-04-22,OR,0000000418
2000006585,2023-02-14,OR,0000000103
2000000826,2025-05-23,OR,0000000414
2000001563,2025-07-30,OR,0000000377
2000005932,2025-01-20,OR,0000000086
2000008581,2024-01-20,OR,0000000347
2000000080,2023-06-14,OR,0000000197
2000005042,2024-12-15,OR,0000000231
2000007841,2024-12-25,OR,0000000321
2000006972,2022-08-26,OR,0000000278
2000006014,2023-08-16,OR,0000000209
2000007134,2023-05-21,OR,0000000076
2000008800,2023-03-08,OR,0000000048
2000003065,2025-02-27,SO,0000000097
2000004647,2025-05-13,OR,0000000101
2000001871,2024-11-02,OR,0000000162
2000009577,2024-06-10,OR,0000000059
2000008379,2024-03-11,RE,0000000233
2000002706,2023-10-16,OR,0000000146
2000003208,2022-09-10,OR,0000000210
2000003397,2024-04-17,OR,0000000069
2000004304,2025-04-07,OR,0000000432
2000004921,,OR,0000000493
2000002361,2024-02-26,OR,0000000075
2000009375,2022-09-02,OR,0000000401
2000006904,2022-09-02,OR,0000000270
2000004562,2024-03-03,OR,0000000119
2000009994,2023-03-08,SO,0000000420
2000005333,2024-01-15,OR,0000000200
2000009553,2023-09-11,OR,0000000014
2000004725,2023-07-01,OR,0000000246
2000005389,2025-03-30,OR,0000000246
2000009294,2025-06-02,OR,0000000405
2000002673,2025-04-03,OR,0000000070
2000002076,2023-04-14,OR,0000000137
2000000735,2024-06-25,OR,0000000309
2000006378,2024-12-15,OR,0000000498
2000003946,2023-08-28,OR,0000000057
2000007334,2025-05-07,OR,0000000465
2000008724,2022-10-25,OR,0000000049
2000000136,2024-05-02,OR,0000000334
2000007159,2024-09-23,OR,0000000013
2000003415,2023-02-22,OR,0000000306
2000008109,2023-11-18,OR,0000000268
2000007074,2024-03-31,OR,0000000001
2000004372,2024-05-21,OR,0000000252
2000004583,2023-03-21,OR,0000000045
2000001869,2023-05-19,OR,0000000140
2000008006,2023-01-01,RE,0000000441
2000009015,2024-04-23,OR,0000000435
2000009392,2023-09-14,OR,0000000288
2000008964,2023-05-06,OR,0000000090
2000009692,2023-05-04,OR,0000000265
2000004980,2023-07-20,OR,0000000248
2000002434,2025-06-07,OR,0000000086
2000001657,2024-02-01,OR,0000000178
2000003550,2024-09-14,OR,0000000270
2000008722,2022-11-27,OR,0000000215
2000009724,2023-03-31,OR,0000000120
2000004464,2024-07-23,OR,0000000383
2000000025,2025-05-10,RE,0000000195
2000003232,2023-06-08,OR,0000000161
2000003091,2024-07-16,OR,0000000088
2000004385,2024-02-10,OR,0000000077
2000001140,2023-03-24,OR,0000000493
2000001660,2023-05-21,OR,0000000115
2000008697,2022-12-10,OR,0000000160
2000009328,2023-01-09,OR,0000000499
2000009437,2024-08-20,SO,0000000061
2000004511,2024-02-14,OR,0000000190
2000003937,2024-11-18,OR,0000000354
2000008015,2025-03-23,OR,0000000443
2000003144,2023-06-29,OR,0000000390
2000004176,2023-05-31,OR,0000000032
2000002505,2025-06-18,OR,0000000175
2000005986,2023-08-22,SO,0000000456
2000006930,2024-08-23,OR,0000000228
2000001323,2023-03-03,OR,0000000406
2000001397,2022-09-09,OR,0000000217
2000007583,2023-11-29,OR,0000000418
2000001845,2025-02-06,OR,0000000421
2000000625,2022-12-01,OR,0000000212
2000008008,2023-02-22,RE,0000000241
2000002438,2025-03-02,OR,0000000049
2000003236,2024-06-19,OR,0000000148
2000002211,2023-04-18,OR,0000000354
2000005315,2022-09-28,SO,0000000252
2000009426,2023-03-13,OR,0000000133
2000006705,2024-07-06,SO,0000000117
2000002612,2025-05-29,OR,0000000267
2000009065,2025-06-15,OR,0000000022
2000003305,2023-01-26,OR,0000000016
2000002869,2024-01-08,OR,0000000471
2000004800,2023-01-23,OR,0000000317
2000003560,2023-12-13,OR,0000000220
2000005238,2024-09-07,OR,0000000084
2000000413,2024-11-15,OR,0000000180
2000004703,,RE,0000000008
2000002436,2022-11-25,RE,0000000270
2000007929,2024-06-02,OR,0000000022
2000008546,2025-07-12,OR,0000000291
2000008180,2025-02-06,RE,0000000196
2000000834,2025-03-30,OR,0000000200
2000007653,2024-03-22,OR,0000000342
2000005723,2023-06-16,OR,0000000165
2000000174,2023-07-16,OR,0000000371
2000009325,2024-11-14,OR,0000000495
2000003891,2023-02-27,OR,0000000111
2000007368,2023-04-04,OR,0000000091
2000007901,2024-02-07,OR,0000000222
2000001180,2025-07-01,OR,0000000425
2000006879,2023-02-02,SO,0000000211
2000000491,2024-01-18,OR,0000000407
2000006917,2025-03-07,OR,0000000258
2000005297,2024-03-30,OR,0000000275
2000000954,2023-07-19,OR,0000000334
2000003961,2023-02-02,OR,0000000092
2000003406,2024-09-14,OR,0000000232
2000001013,2023-01-27,OR,0000000445
2000002132,2023-12-17,OR,0000000215
2000006827,2024-10-13,OR,0000000452
2000004994,2024-08-30,OR,0000000457
2000000023,2025-03-01,OR,0000000335
2000002786,2023-10-20,OR,0000000085
2000002528,2024-10-04,OR,0000000304
2000001086,2023-06-19,OR,0000000481
2000006950,2025-03-08,OR,0000000134
2000004388,2022-10-02,RE,0000000410
2000005425,2023-06-30,OR,0000000221
2000003944,,OR,0000000065
2000002486,2023-08-02,OR,0000000118
2000000202,2025-01-31,OR,0000000154
2000003213,2024-12-06,OR,0000000288
2000002158,2023-08-29,OR,0000000238
2000009914,2023-07-05,SO,0000000189
2000002115,,OR,0000000297
2000006123,2025-04-06,OR,0000000202
2000003816,2022-12-09,RE,0000000299
2000000320,2023-05-09,OR,0000000235
2000002209,2025-03-23,OR,0000000258
2000002470,2023-04-17,OR,0000000072
2000004219,2023-12-22,OR,0000000031
2000004085,2025-01-24,OR,0000000301
2000000214,2024-11-15,OR,0000000264
2000007826,2025-03-14,OR,0000000457
2000007449,2022-10-03,RE,0000000101
2000001127,2025-07-28,OR,0000000259
2000009669,2023-05-04,SO,0000000158
2000003613,2025-05-05,RE,0000000096
2000002125,2022-10-21,OR,0000000243
2000007320,,OR,0000000449
2000001810,2024-11-22,OR,0000000037
2000008075,2023-10-15,OR,0000000316
2000003874,2024-07-13,OR,0000000111
2000000592,2024-10-20,RE,0000000115
2000003058,2023-10-25,OR,0000000172
2000004200,2023-12-29,OR,0000000191
2000004103,2022-10-23,OR,0000000101
2000000938,2025-04-01,OR,0000000175
2000005170,2022-10-31,OR,0000000072
2000002140,2023-04-20,OR,0000000217
2000009585,2024-10-26,OR,0000000063
2000009036,2023-03-28,OR,0000000233
2000004410,2023-07-04,OR,0000000228
2000008842,2023-09-26,OR,0000000127
2000008847,2025-06-28,RE,0000000075
2000000318,2024-01-18,OR,0000000040
2000004223,2025-06-26,OR,0000000274
2000000583,2022-11-12,OR,0000000219
2000007123,2025-08-14,OR,0000000044
2000009300,2023-09-15,OR,0000000076
2000002868,2022-11-15,OR,0000000377
2000008843,2023-09-05,OR,0000000396
2000003815,2022-09-15,OR,0000000361
2000009116,2024-09-14,OR,0000000074
2000001006,2023-02-07,SO,0000000179
2000005755,2024-10-29,SO,0000000174
2000001526,2025-06-29,OR,0000000497
2000007896,2024-03-08,RE,0000000075
2000002653,2024-06-06,OR,0000000405
2000006452,2024-01-27,OR,0000000045
2000003424,2023-10-03,OR,0000000136
2000006755,2024-08-30,OR,0000000429
2000001186,2022-09-23,OR,0000000258
2000002244,2025-04-13,OR,0000000473
2000009608,2024-09-14,RE,0000000421
2000002914,2024-04-06,OR,0000000323
2000007921,2022-09-24,OR,0000000337
2000004147,2024-02-21,OR,0000000360
2000002628,2022-08-29,RE,0000000313
2000001373,2025-07-10,OR,0000000198
2000009264,2024-10-12,OR,0000000471
2000008801,2025-07-30,OR,0000000492
2000001999,2023-07-19,OR,0000000161
2000000960,2024-05-19,OR,0000000483
2000006605,2025-08-14,OR,0000000167
2000001250,2025-04-10,OR,0000000269
2000005933,2023-06-28,OR,0000000078
2000006564,2024-03-16,OR,0000000043
2000001517,2022-12-09,OR,0000000355
2000004381,2024-09-06,OR,0000000256
2000006796,2024-04-14,OR,0000000222
2000005157,2024-01-30,OR,0000000155
2000007515,2022-11-19,OR,0000000023
2000005477,2023-10-24,OR,0000000168
2000003401,2025-07-26,OR,0000000398
2000005710,2023-02-07,OR,0000000276
2000003186,2022-12-15,OR,0000000030
2000004343,2022-10-31,OR,0000000226
2000007991,2023-01-11,RE,0000000313
2000008480,2024-05-23,OR,0000000061
2000004007,2023-08-25,OR,0000000026
2000000249,2022-09-18,OR,0000000481
2000003089,2023-05-12,OR,0000000207
2000005878,2024-12-24,RE,0000000465
2000004570,2023-08-24,OR,0000000481
2000000600,2023-03-18,OR,0000000492
2000000253,2025-01-31,SO,0000000232
2000008431,2023-06-27,OR,0000000003
2000005263,2025-05-08,RE,0000000018
2000001051,2024-01-23,OR,0000000235
2000002041,2023-10-21,OR,0000000057
2000002341,2024-05-22,OR,0000000124
2000003184,2025-01-07,OR,0000000460
2000000027,2024-02-07,OR,0000000456
2000001352,2025-03-05,OR,0000000488
2000004087,2022-12-19,OR,0000000473
2000006367,2022-12-01,OR,0000000377
2000004369,2024-04-05,OR,0000000321
2000005982,2024-09-16,OR,0000000424
2000002188,2022-11-27,OR,0000000394
2000005415,2024-07-24,OR,0000000409
2000002279,2025-08-02,SO,0000000093
2000007856,2023-04-24,OR,0000000349
2000009459,2022-12-29,OR,0000000180
2000004646,2022-11-29,OR,0000000026
2000008423,2025-05-07,OR,0000000310
2000005872,2023-10-15,OR,0000000011
2000006914,2025-06-28,SO,0000000222
2000002403,2023-03-20,OR,0000000149
2000009380,2026-01-08,OR,0000000453
2000003430,2022-12-20,OR,0000000285
2000009898,2025-08-13,OR,0000000207
2000000674,2023-03-16,OR,0000000048
2000003115,2025-07-20,OR,0000000013
2000008716,2023-09-22,OR,0000000500
2000006129,2024-11-17,OR,0000000198
2000004534,2022-12-29,OR,0000000039
2000003247,2023-11-29,OR,0000000429
2000003953,2023-07-07,OR,0000000140
2000006333,2023-01-19,OR,0000000344
2000006719,,OR,0000000261
2000008924,2025-04-07,RE,0000000145
2000001522,2025-03-19,OR,0000000220
2000000723,2023-07-03,OR,0000000175
2000007466,2024-07-01,OR,0000000039
2000001590,2024-07-28,OR,0000000091
2000002889,2022-12-02,OR,0000000107
2000001137,2024-10-10,OR,0000000155
2000005947,2025-02-04,OR,0000000070
2000004067,2023-11-01,OR,0000000263
2000007141,2025-06-18,OR,0000000174
2000003915,2025-02-25,OR,0000000004
2000003035,2025-05-16,OR,0000000373
2000005684,2024-05-01,RE,0000000298
2000008166,2024-01-17,OR,0000000292
2000009612,2023-06-25,OR,0000000212
2000009099,2025-01-28,OR,0000000313
2000008201,2024-04-04,OR,0000000297
2000001231,2023-03-16,OR,0000000394
2000006920,2025-05-07,OR,0000000051
2000002294,2024-02-18,OR,0000000234
2000001142,2024-03-03,OR,0000000477
2000007409,2023-06-20,RE,0000000378
2000007512,2022-11-05,OR,0000000054
2000008925,2024-07-17,OR,0000000432
2000005071,2025-05-28,OR,0000000403
2000004128,2023-08-16,OR,0000000467
2000000513,2023-04-18,OR,0000000467
2000002150,2023-11-04,RE,0000000383
2000002156,2024-03-11,OR,0000000487
2000009604,2025-06-19,RE,0000000004
2000006689,2024-08-17,SO,0000000324
2000008543,2023-09-12,OR,0000000204
2000009223,,OR,0000000475
2000000533,2023-11-09,OR,0000000042
2000007381,,OR,0000000258
2000001090,2023-09-07,OR,0000000334
2000007253,2025-05-12,OR,0000000339
2000000169,2023-09-16,OR,0000000500
2000009455,2023-09-09,OR,0000000390
2000007954,2025-06-29,RE,0000000137
2000007941,2022-09-15,OR,0000000025
2000009399,2022-10-13,OR,0000000310
2000006824,2024-01-17,OR,0000000293
2000002386,2024-07-20,OR,0000000476
2000001290,2023-09-21,OR,0000000311
2000003680,2023-03-05,OR,0000000218
2000002592,2025-04-28,OR,0000000006
2000008434,2023-12-27,OR,0000000359
2000004883,2025-07-08,OR,0000000447
2000003224,2024-02-09,SO,0000000086
2000005089,2025-06-04,SO,0000000218
2000006126,2024-06-27,OR,0000000408
2000000449,2022-10-23,OR,0000000385
2000005086,2025-05-07,OR,0000000273
2000001472,2025-04-04,OR,0000000013
2000001917,2025-05-29,OR,0000000118
2000009942,2024-07-06,OR,0000000362
2000005757,2024-06-30,RE,0000000352
2000000009,2023-04-21,OR,0000000188
2000001102,2023-05-29,SO,0000000357
2000008088,2025-07-16,OR,0000000392
2000007462,2023-08-12,OR,0000000007
2000002089,2023-06-13,OR,0000000202
2000003179,2023-06-16,OR,0000000332
2000001800,2025-02-22,OR,0000000153
2000004294,2024-03-23,OR,0000000233
2000003277,2024-12-30,OR,0000000258
2000009413,2023-05-28,OR,0000000162
2000000248,2023-09-19,OR,0000000168
2000003985,2022-10-16,OR,0000000272
2000005761,2023-12-24,OR,0000000227
2000004233,2025-05-10,OR,0000000106
2000009699,2024-06-24,OR,0000000175
2000008741,2023-12-26,OR,0000000388
2000001820,2023-04-26,OR,0000000469
2000002802,2023-01-31,OR,0000000300
2000009592,2023-05-29,OR,0000000157
2000002560,2024-06-15,OR,0000000027
2000003706,2024-11-21,OR,0000000343
2000005636,2025-06-03,OR,0000000192
2000003987,2025-04-17,OR,0000000140
2000007647,2025-02-19,SO,0000000173
2000004559,2023-09-12,OR,0000000151
2000006251,2023-12-17,OR,0000000465
2000007332,2024-10-08,OR,0000000405
2000003851,2023-11-06,SO,0000000418
2000001680,2025-07-17,OR,0000000127
2000000011,2025-03-10,OR,0000000006
2000009533,2025-08-15,OR,0000000439
2000007479,2025-04-11,RE,0000000488
2000005295,2025-08-02,OR,0000000380
2000004879,2023-01-19,OR,0000000013
2000005435,2024-08-10,OR,0000000391
2000005580,2022-09-16,RE,0000000310
2000003861,2023-11-04,SO,0000000368
2000002668,2023-03-29,OR,0000000102
2000007606,2024-04-30,OR,0000000088
2000004651,2025-01-17,RE,0000000386
2000006840,2023-11-22,OR,0000000220
2000004863,2025-02-16,OR,0000000124
2000005993,2025-07-13,OR,0000000105
2000006887,2023-01-30,OR,0000000429
2000002182,2024-10-21,RE,0000000001
2000005808,2023-03-24,OR,0000000379
2000007531,2023-07-24,OR,0000000365
2000008729,2023-03-13,OR,0000000397
2000005785,2024-04-26,OR,0000000059
2000000203,2024-01-06,OR,0000000270
2000002622,2024-10-11,RE,0000000179
2000003318,2024-07-13,OR,0000000024
2000006114,2024-12-27,OR,0000000272
2000000906,2023-06-15,OR,0000000391
2000000813,2025-08-22,OR,0000000076
2000001326,2022-10-01,OR,0000000178
2000002783,2024-11-01,OR,0000000382
2000002343,2023-09-27,RE,0000000067
2000007444,2025-07-28,OR,0000000008
2000007140,2024-04-21,OR,0000000069
2000003469,2023-10-08,OR,0000000454
2000001564,2023-08-25,OR,0000000046
2000007555,2025-03-04,OR,0000000082
2000006292,2022-12-08,OR,0000000407
2000002427,2025-05-15,OR,0000000307
2000001256,2024-02-22,OR,0000000411
2000006205,2023-11-20,OR,0000000286
2000005253,2022-09-02,OR,0000000388
2000007465,2024-02-07,OR,0000000049
2000006363,2024-01-24,OR,0000000343
2000005961,,OR,0000000078
2000008395,2024-07-20,OR,0000000473
2000003216,2023-09-18,OR,0000000479
2000006927,2024-10-18,OR,0000000463
2000006685,2024-05-19,OR,0000000092
2000008968,2024-10-23,OR,0000000453
2000002818,2023-11-02,OR,0000000131
2000002325,2025-03-24,OR,0000000243
2000007511,2024-02-08,OR,0000000478
2000006807,2024-07-30,OR,0000000287
2000008262,2025-05-06,OR,0000000315
2000002396,2025-08-06,OR,0000000073
2000006241,2023-08-03,OR,0000000434
2000007181,2024-10-13,RE,0000000497
2000007423,2024-08-05,OR,0000000192
2000003835,2024-11-12,OR,0000000140
2000000119,2023-02-02,OR,0000000066
2000006727,2024-03-12,OR,0000000099
2000005818,2025-06-13,RE,0000000500
2000005049,2023-10-19,OR,0000000065
2000007410,2023-01-05,OR,0000000482
2000009440,2022-10-28,OR,0000000131
2000001822,2024-07-06,OR,0000000131
2000005504,2022-10-07,OR,0000000160
2000000603,2022-11-06,OR,0000000362
2000001299,2023-12-07,OR,0000000088
2000006291,2023-09-20,RE,0000000357
2000006669,2023-03-14,OR,0000000406
2000005605,2024-04-30,OR,0000000111
2000009979,2023-10-19,OR,0000000285
2000003779,2022-10-16,RE,0000000380
2000000529,2025-06-14,OR,0000000034
2000007095,2023-11-23,SO,0000000425
2000008596,2025-05-12,OR,0000000122
2000007835,2024-07-27,OR,0000000081
2000005820,,OR,0000000447
2000006173,2024-11-01,OR,0000000037
2000008871,2024-04-28,RE,0000000254
2000004407,2024-03-01,SO,0000000437
2000009242,2024-02-10,OR,0000000019
2000003070,2025-02-10,OR,0000000144
2000002767,2022-10-29,RE,0000000496
2000009277,2023-09-20,OR,0000000411
2000004190,2024-02-07,OR,0000000092
2000007851,2024-12-09,OR,0000000327
2000002699,2025-06-26,OR,0000000392
2000004607,2024-04-17,RE,0000000407
2000008363,2024-10-10,OR,0000000318
2000006596,2024-12-18,OR,0000000410
2000003630,2024-06-24,OR,0000000309
2000007062,2024-03-04,OR,0000000378
2000004252,,OR,0000000455
2000001980,2025-02-26,OR,0000000159
2000005448,2022-10-05,OR,0000000232
2000004050,2023-02-10,OR,0000000013
2000008171,2022-10-09,OR,0000000027
2000000099,2025-06-12,OR,0000000012
2000004185,2024-09-24,OR,0000000449
2000005556,2023-12-21,OR,0000000441
2000007610,2025-01-02,OR,0000000382
2000006661,2023-02-08,OR,0000000272
2000008027,2023-02-25,OR,0000000381
2000002064,2024-02-29,OR,0000000170
2000000073,2023-03-05,SO,0000000163
2000006848,2024-08-21,RE,0000000330
2000007768,2025-04-23,OR,0000000364
2000008982,2024-06-09,RE,0000000082
2000000687,2023-03-21,OR,0000000006
2000008034,2023-05-31,OR,0000000445
2000003519,2023-07-25,OR,0000000299
2000006911,2023-07-31,RE,0000000147
2000005604,2023-06-23,OR,0000000131
2000008839,2025-01-21,SO,0000000472
2000002813,2023-03-27,SO,0000000200
2000003077,2022-12-14,OR,0000000138
2000008291,2023-07-28,OR,0000000159
2000002481,2023-08-25,RE,0000000101
2000009063,2022-11-08,OR,0000000376
2000004574,2022-12-30,OR,0000000167
2000000068,2023-09-07,OR,0000000016
2000006764,2023-10-19,OR,0000000272
2000004387,2023-09-22,OR,0000000330
2000005055,2023-05-04,OR,0000000111
2000004463,2024-06-24,SO,0000000344
2000008694,2024-02-07,OR,0000000242
2000004943,2022-10-14,OR,0000000282
2000000234,2024-11-05,OR,0000000077
2000004413,2025-03-24,OR,0000000477
2000006513,2024-11-26,OR,0000000174
2000005880,2024-04-02,OR,0000000477
2000006038,2024-06-23,OR,0000000031
2000004844,2024-08-14,OR,0000000170
2000005056,2025-07-19,OR,0000000238
2000002126,2024-12-09,OR,0000000221
2000003374,2023-12-08,OR,0000000334
2000002472,2023-10-16,OR,0000000132
2000002811,2025-06-21,OR,0000000499
2000007269,2024-11-16,OR,0000000021
2000003404,2023-05-07,RE,0000000109
2000007186,2023-04-07,OR,0000000404
2000001703,2024-07-20,OR,0000000482
2000009626,2023-08-31,OR,0000000044
2000001644,2023-05-11,OR,0000000306
2000005411,2024-08-14,OR,0000000293
2000000076,2023-04-06,OR,0000000340
2000000031,2025-05-17,OR,0000000044
2000003608,2025-05-31,OR,0000000306
2000001162,2024-10-07,OR,0000000458
2000001678,2023-12-02,OR,0000000052
2000008512,2023-12-07,OR,0000000203
2000008984,2024-01-16,RE,0000000369
2000006276,2024-10-28,SO,0000000392
2000003583,2025-04-12,OR,0000000240
2000001554,2024-03-16,OR,0000000196
2000008899,2023-02-13,OR,0000000115
2000008153,2022-12-19,OR,0000000368
2000005382,2023-07-26,OR,0000000141
2000008746,2024-06-06,OR,0000000462
2000009625,2024-05-14,OR,0000000329
2000002346,2022-12-07,OR,0000000015
2000005606,2024-12-06,OR,0000000165
2000001446,2023-08-25,OR,0000000234
2000008334,2023-10-18,OR,0000000163
2000002683,2024-03-17,OR,0000000419
2000008452,2025-01-04,OR,0000000496
2000006481,2023-10-20,OR,0000000272
2000009883,2025-03-20,OR,0000000368
2000007731,2025-03-14,OR,0000000450
2000001538,2022-10-18,OR,0000000063
2000001666,2023-08-13,OR,0000000154
2000005309,2023-09-14,OR,0000000412
2000008087,2023-08-19,OR,0000000494
2000005267,2023-02-07,OR,0000000070
2000000280,2025-07-07,OR,0000000084
2000002554,2024-10-24,OR,0000000394
2000005603,2024-07-23,OR,0000000454
2000008116,2025-06-03,OR,0000000159
2000002558,2025-03-09,OR,0000000051
2000006305,2024-03-14,OR,0000000308
2000001774,2023-11-03,OR,0000000352
2000000474,2024-07-24,OR,0000000352
2000000265,2025-08-07,OR,0000000366
2000001170,2024-11-27,OR,0000000299
2000009918,2024-06-08,OR,0000000480
2000000811,2023-03-07,OR,0000000054
2000006816,2025-07-09,OR,0000000146
2000008120,2025-02-01,OR,0000000105
2000003103,2024-04-10,SO,0000000399
2000009084,2023-09-04,OR,0000000217
2000004203,,OR,0000000300
2000004641,2024-02-04,OR,0000000337
2000007428,2023-01-08,OR,0000000221
2000003417,2022-10-05,OR,0000000370
2000009656,2024-10-16,SO,0000000329
2000006001,2023-02-19,OR,0000000119
2000000035,2025-03-21,OR,0000000178
2000000696,2024-04-23,RE,0000000216
2000003449,2025-06-16,OR,0000000262
2000005205,2025-06-20,OR,0000000292
2000005521,2023-12-19,OR,0000000429
2000001670,2024-02-19,OR,0000000026
2000005776,2024-05-10,OR,0000000329
2000003477,2023-06-26,SO,0000000376
2000007023,2025-08-09,OR,0000000304
2000005718,2023-08-10,OR,0000000442
2000009684,2023-03-25,OR,0000000403
2000007949,2024-04-14,OR,0000000134
2000001984,2024-01-16,OR,0000000362
2000008191,2023-11-04,OR,0000000237
2000006778,2025-02-12,OR,0000000194
2000005452,2024-10-25,OR,0000000163
2000008422,2024-09-16,OR,0000000241
2000005283,2025-03-31,OR,0000000142
2000004074,2024-05-17,OR,0000000161
2000008857,2023-01-01,OR,0000000168
2000000548,2025-06-11,OR,0000000136
2000001395,2025-06-15,OR,0000000413
2000009927,2023-02-21,OR,0000000309
2000009890,2025-04-15,OR,0000000239
2000005812,2023-08-16,OR,0000000227
2000007286,2023-04-03,RE,0000000306
2000009954,2023-11-07,OR,0000000269
2000001943,2023-12-27,SO,0000000429
2000000065,,OR,0000000060
2000001273,2023-05-04,OR,0000000062
2000007484,2024-12-08,OR,0000000025
2000005012,2023-06-19,OR,0000000154
2000006428,2025-08-22,OR,0000000481
2000006419,2022-12-13,OR,0000000022
2000000855,2024-06-03,OR,0000000213
2000004332,2023-06-14,OR,0000000112
2000008851,2025-06-07,OR,0000000309
2000006574,2023-04-04,SO,0000000028
2000000367,2025-03-22,OR,0000000452
2000009758,2022-11-22,OR,0000000078
2000008912,2024-12-15,OR,0000000186
2000009814,2025-06-05,SO,0000000339
2000001463,2022-11-23,OR,0000000398
2000003626,2025-05-17,OR,0000000115
2000001265,2025-07-26,OR,0000000112
2000006399,2024-11-11,OR,0000000154
2000005683,2024-04-17,OR,0000000224
2000006558,2024-12-08,OR,0000000289
2000004701,2022-12-25,OR,0000000104
2000000520,2025-01-25,OR,0000000011
2000007148,2024-06-24,OR,0000000377
2000008675,2024-02-15,OR,0000000295
2000001688,2022-10-24,OR,0000000205
2000004452,2022-09-03,OR,0000000396
2000007135,2023-05-07,OR,0000000040
2000004344,2024-02-20,OR,0000000477
2000004022,2022-10-13,OR,0000000234
2000000598,2023-11-27,OR,0000000089
2000004255,2024-05-13,OR,0000000251
2000003785,2023-07-23,OR,0000000287
2000002002,2023-01-15,OR,0000000129
2000006637,2024-10-02,OR,0000000403
2000001016,2023-04-10,OR,0000000387
2000003032,2022-11-07,OR,0000000475
2000000720,2025-06-07,OR,0000000376
2000004540,2025-06-25,OR,0000000281
2000007823,2022-10-17,OR,0000000484
2000008234,2025-06-22,OR,0000000206
2000001553,2024-02-29,RE,0000000457
2000005994,2022-12-15,OR,0000000419
2000005600,2024-05-05,OR,0000000057
2000005373,2023-08-29,OR,0000000203
2000003187,2022-12-11,OR,0000000487
