VBELN,POSNR,MATNR,KWMENG,NETWR
2000005008,20,MAT-000926,34,
2000006552,10,MAT-000482,72,127979.28
2000000733,30,MAT-000708,67,56059.57
2000008870,10,MAT-000907,26,21783.84
2000003950,30,MAT-000168,81,106796.07
2000002060,30,MAT-000910,11,7835.3
2000000834,40,MAT-000983,58,103222.6
2000009869,40,MAT-000550,66,101862.42
2000002494,50,MAT-000260,49,73204.53
2000002884,40,MAT-000336,92,144351.68
2000007438,10,MAT-000599,85,40028.2
2000005398,20,MAT-000823,82,48875.28
2000001729,20,MAT-000843,100,137541.0
2000004516,40,MAT-000328,79,66275.47
2000000150,30,MAT-000223,97,157574.56
2000008644,20,MAT-000631,90,
2000004602,30,MAT-000784,39,19160.31
2000009386,10,MAT-000060,58,66159.44
2000004207,10,MAT-000700,61,27752.56
2000004014,20,MAT-000682,10,9926.9
2000003392,30,MAT-000547,54,4332.96
2000003287,20,MAT-000197,87,86878.2
2000009830,10,MAT-000469,65,111017.4
2000004826,30,MAT-000266,28,15063.16
2000008025,20,MAT-000962,20,29796.6
2000008221,20,MAT-000414,74,142661.64
2000008192,10,MAT-000625,86,141166.42
2000004429,30,MAT-000525,31,
2000006575,50,MAT-000729,65,46010.9
2000008071,30,MAT-000906,17,
2000003463,40,MAT-000015,57,96589.35
2000001543,10,MAT-000401,45,73331.1
2000005232,20,MAT-000986,99,170368.11
2000004405,40,MAT-000320,41,37629.8
2000009416,30,MAT-000380,12,14428.92
2000000846,10,MAT-000385,8,15130.4
2000007520,10,MAT-000506,33,11699.82
2000009659,30,MAT-000309,25,14616.25
2000007506,30,MAT-000953,25,42918.75
2000005004,10,MAT-000867,74,84006.28
2000005048,20,MAT-000942,87,56624.82
2000000223,40,MAT-000292,12,641.64
2000007936,10,MAT-000717,97,
2000002427,50,MAT-000754,21,734.58
2000001702,20,MAT-000934,48,27084.96
2000002846,10,MAT-000532,95,126855.4
2000000886,30,MAT-000677,88,116462.72
2000005951,10,MAT-000647,23,19889.25
2000006688,10,MAT-000223,41,4362.4
2000009563,10,MAT-000193,8,12142.8
2000000882,20,MAT-000983,57,46260.06
2000008031,10,MAT-000780,69,7247.07
2000007203,10,MAT-000376,36,29434.68
2000007714,40,MAT-000746,65,15696.2
2000002323,20,MAT-000836,6,
2000003264,10,MAT-000196,39,39764.01
2000005121,30,MAT-000491,33,13431.33
2000001636,30,MAT-000009,68,63415.44
2000002742,10,MAT-000390,18,35771.22
2000005499,50,MAT-000257,11,7496.39
2000002490,30,MAT-000547,16,19558.24
2000004680,20,MAT-000213,28,44987.88
2000004402,20,MAT-000901,11,18545.89
2000004927,30,MAT-000792,14,6192.06
2000004090,20,MAT-000488,93,147644.01
2000005881,30,MAT-000953,35,10875.55
2000009804,20,MAT-000476,12,12622.8
2000004364,20,MAT-000084,7,3181.92
2000001287,10,MAT-000388,75,25187.25
2000003045,20,MAT-000383,75,147438.75
2000000589,40,MAT-000584,52,85462.52
2000009991,20,MAT-000215,70,99887.2
2000000120,30,MAT-000458,81,145813.77
2000003535,10,MAT-000510,68,105063.4
2000002074,10,MAT-000917,61,52835.15
2000009817,20,MAT-000388,98,40343.66
2000007631,20,MAT-000829,43,85625.47
2000008554,20,MAT-000627,83,33390.9
2000007266,40,MAT-000703,94,75595.74
2000000126,10,MAT-000671,30,3303.9
2000007505,10,MAT-000529,39,56096.82
2000001194,10,MAT-000242,41,67222.37
2000007879,20,MAT-000088,53,43657.69
2000007905,30,MAT-000673,40,58871.6
2000007413,30,MAT-000407,31,23146.15
2000008697,30,MAT-000466,5,8908.45
2000000498,10,MAT-000134,12,
2000001235,10,MAT-000606,79,40395.86
2000004460,20,MAT-000201,10,16570.1
2000001259,10,MAT-000566,28,28126.56
2000000558,10,MAT-000995,54,55607.58
2000005807,40,MAT-000926,34,-18320.56
2000003615,40,MAT-000261,5,6527.6
2000005573,10,MAT-000991,66,100655.28
2000001042,20,MAT-000801,95,161557.95
2000004675,20,MAT-000200,89,82868.79
2000007428,10,MAT-000559,58,31795.02
2000009816,50,MAT-000955,48,26763.36
2000004592,30,MAT-000992,37,527.25
2000006148,10,MAT-000741,69,8830.62
2000004589,10,MAT-000339,29,20167.76
2000009809,40,MAT-000106,32,33904.0
2000003927,20,MAT-000468,62,32192.26
2000006345,30,MAT-000940,8,14976.24
2000000803,10,MAT-000502,92,164460.12
2000007754,20,MAT-000440,4,2834.56
2000007107,20,MAT-000130,85,68453.05
2000005333,20,MAT-000935,13,13285.48
2000004911,10,MAT-000620,12,933.6
2000003980,30,MAT-000047,89,64813.36
2000005511,30,MAT-000857,83,99243.1
2000008518,10,MAT-000128,33,5937.69
2000002350,40,MAT-000224,58,
2000006589,10,MAT-000292,13,24660.22
2000003159,10,MAT-000193,42,13602.12
2000008529,10,MAT-000493,78,45735.3
2000005538,20,MAT-000138,5,4477.0
2000006869,30,MAT-000699,64,54461.44
2000003528,50,MAT-000649,29,23699.09
2000006450,40,MAT-000609,85,132313.55
2000006820,20,MAT-000625,33,12121.89
2000003633,30,MAT-000337,67,89587.04
2000009381,40,MAT-000491,73,
2000001298,10,MAT-000289,97,22384.69
2000007582,20,MAT-000723,17,6600.76
2000001826,10,MAT-000755,28,30611.56
2000004059,30,MAT-000643,44,45734.48
2000002515,20,MAT-000398,98,
2000007608,10,MAT-000374,66,7004.58
2000001785,10,MAT-000486,23,3133.29
2000003760,20,MAT-000161,59,101649.33
2000002798,20,MAT-000842,27,50684.4
2000004460,30,MAT-000503,11,1640.87
2000003423,10,MAT-000400,25,27801.75
2000002541,10,MAT-000971,61,45237.6
2000005407,30,MAT-000518,83,140446.79
2000002481,10,MAT-000126,49,53705.96
2000001905,10,MAT-000084,22,30586.16
2000007758,40,MAT-000205,16,8269.12
2000006701,50,MAT-000232,46,68824.74
2000009552,20,MAT-000905,60,
2000001020,20,MAT-000246,36,
2000005428,50,MAT-000941,93,94070.43
2000004970,20,MAT-000425,6,4155.48
2000002840,20,MAT-000777,83,157020.23
2000002384,10,MAT-000872,47,70853.44
2000009366,40,MAT-000981,55,17065.95
2000007911,20,MAT-000059,87,13658.13
2000001507,30,MAT-000151,12,874.68
2000009707,50,MAT-000052,3,
2000007626,40,MAT-000812,55,109038.05
2000009944,40,MAT-000885,10,11302.8
2000005010,30,MAT-000671,84,99558.48
2000009700,10,MAT-000476,33,4551.69
2000003013,40,MAT-000133,24,8642.16
2000002167,10,MAT-000251,65,
2000001317,10,MAT-000319,8,3586.96
2000006802,50,MAT-000488,5,5546.65
2000008351,30,MAT-000663,29,
2000008973,20,MAT-000822,21,35180.67
2000009989,20,MAT-000480,46,27017.18
2000007164,40,MAT-000006,48,10123.68
2000007828,20,MAT-000223,81,34552.98
2000009045,20,MAT-000530,20,1102.0
2000004900,20,MAT-000147,78,119356.38
2000006478,20,MAT-000274,29,5293.95
2000008861,20,MAT-000393,47,65591.32
2000002952,10,MAT-000894,12,21705.36
2000003436,20,MAT-000972,36,70283.16
2000000965,30,MAT-000711,69,108666.72
2000004096,20,MAT-000331,52,27139.32
2000001805,10,MAT-000670,82,36226.78
2000005990,30,MAT-000014,70,7657.3
2000003731,10,MAT-000955,81,107815.05
2000002748,40,MAT-000014,53,9927.96
2000009499,20,MAT-000017,20,7609.0
2000008426,10,MAT-000714,87,163621.77
2000000482,20,MAT-000592,4,892.36
2000006827,40,MAT-000349,37,10856.91
2000008630,50,MAT-000247,100,42451.0
2000002105,30,MAT-000026,4,864.88
2000009996,30,MAT-000034,21,25443.6
2000006048,10,MAT-000097,86,1422.44
2000004192,40,MAT-000236,94,57499.8
2000004527,30,MAT-000592,31,47748.06
2000004493,50,MAT-000841,48,44878.56
2000005247,20,MAT-000543,4,3752.24
2000004742,30,MAT-000764,39,40269.84
2000004537,10,MAT-000289,82,90658.38
2000003274,10,MAT-000561,14,19906.88
2000003643,20,MAT-000233,66,43625.34
2000003239,20,MAT-000947,55,19140.0
2000003225,20,MAT-000070,28,6449.8
2000004022,10,MAT-000120,60,105978.6
2000005996,30,MAT-000703,19,6611.05
2000009040,10,MAT-000676,32,46078.08
2000007497,40,MAT-000436,43,35353.74
2000003290,30,MAT-000070,34,10846.68
2000009377,30,MAT-000296,14,10409.98
2000000639,20,MAT-000778,8,3803.36
2000006964,30,MAT-000273,21,
2000006464,40,MAT-000569,58,36581.18
2000005666,20,MAT-000555,22,31034.08
2000007386,30,MAT-000097,32,17444.8
2000007426,10,MAT-000522,5,2289.3
2000005159,10,MAT-000309,21,10464.93
2000004378,10,MAT-000427,31,58444.61
2000003203,10,MAT-000795,92,61048.44
2000005113,10,MAT-000047,56,108619.28
2000007489,10,MAT-000382,23,31259.76
2000008246,20,MAT-000212,66,58833.72
2000008789,30,MAT-000181,7,5402.95
2000007701,10,MAT-000407,72,58042.08
2000000219,10,MAT-000076,70,73616.2
2000005973,30,MAT-000607,17,9467.98
2000002670,20,MAT-000928,78,111365.28
2000000489,30,MAT-000793,52,38858.56
2000007570,40,MAT-000892,26,19687.46
2000006136,10,MAT-000856,62,110621.02
2000004963,10,MAT-000856,40,44084.8
2000003843,20,MAT-000602,68,61292.48
2000003548,10,MAT-000283,65,-99936.2
2000009145,10,MAT-000946,66,101829.42
2000002872,30,MAT-000039,98,92025.92
2000004267,10,MAT-000751,31,12668.77
2000002902,10,MAT-000141,47,62930.65
2000002912,40,MAT-000121,29,41878.32
2000002528,30,MAT-000099,62,65292.2
2000007496,30,MAT-000230,98,8149.68
2000003834,20,MAT-000961,94,12959.78
2000001835,20,MAT-000344,46,55760.74
2000003568,10,MAT-000001,13,13083.2
2000005013,10,MAT-000356,61,115239.98
2000001340,10,MAT-000292,21,15008.28
2000002677,20,MAT-000863,11,5138.54
2000005821,10,MAT-000261,73,93400.58
2000009150,30,MAT-000947,22,30018.12
2000005019,40,MAT-000478,46,51505.28
2000000045,30,MAT-000991,44,
2000008290,20,MAT-000887,46,62157.5
2000006310,20,MAT-000811,29,14318.17
2000003211,20,MAT-000568,58,45227.82
2000008665,40,MAT-000378,21,33592.23
2000007672,10,MAT-000140,19,26808.81
2000008583,20,MAT-000206,62,19941.06
2000002753,10,MAT-000879,70,17955.7
2000007735,20,MAT-000060,58,14361.96
2000005892,50,MAT-000978,60,60350.4
2000008441,30,MAT-000853,2,3548.38
2000008272,30,MAT-000775,87,22284.18
2000004485,20,MAT-000105,85,120275.85
2000002884,10,MAT-000126,80,84465.6
2000005875,10,MAT-000270,8,13112.32
2000009510,30,MAT-000839,59,17853.4
2000004889,10,MAT-000675,1,28.19
2000007370,40,MAT-000673,22,41889.98
2000005405,10,MAT-000286,97,41423.85
2000002730,10,MAT-000865,98,8413.3
2000005584,10,MAT-000514,10,1772.9
2000007581,30,MAT-000425,3,5881.83
2000007913,40,MAT-000502,77,98456.05
2000008215,10,MAT-000790,49,20446.23
2000009581,40,MAT-000694,79,57980.47
2000006973,10,MAT-000920,1,199.54
2000009147,30,MAT-000759,44,40056.72
2000009952,10,MAT-000519,5,4294.75
2000007297,40,MAT-000525,18,19571.76
2000004682,30,MAT-000510,59,10081.33
2000007363,30,MAT-000875,28,9696.12
2000009035,30,MAT-000670,63,96553.17
2000006309,10,MAT-000723,23,22179.13
2000003334,20,MAT-000122,15,7978.2
2000006918,10,MAT-000958,82,98474.62
2000007706,10,MAT-000763,39,33537.66
2000003474,10,MAT-000497,59,71026.56
2000000144,30,MAT-000548,71,139344.6
2000004106,30,MAT-000662,92,46678.04
2000007812,10,MAT-000683,67,
2000005852,10,MAT-000692,16,29424.16
2000008692,20,MAT-000442,82,139069.54
2000008408,10,MAT-000857,46,2081.96
2000005160,20,MAT-000699,41,80570.74
2000004895,10,MAT-000991,45,75016.8
2000008212,20,MAT-000080,12,2038.08
2000006461,30,MAT-000875,21,5722.29
2000001361,10,MAT-000752,90,26688.6
2000005802,20,MAT-000301,38,19954.18
2000008384,30,MAT-000338,63,72132.48
2000007842,10,MAT-000350,55,27456.0
2000000150,20,MAT-000713,2,1692.66
2000001875,20,MAT-000367,88,17130.96
2000001030,20,MAT-000443,13,12293.58
2000005147,10,MAT-000117,60,57186.6
2000009427,10,MAT-000206,82,25965.3
2000007656,20,MAT-000172,21,17935.68
2000002116,20,MAT-000296,44,32446.48
2000003440,10,MAT-000728,77,38366.02
2000000734,10,MAT-000025,70,112317.1
2000000874,20,MAT-000293,98,134788.22
2000006605,10,MAT-000569,60,
2000008488,30,MAT-000899,80,46476.0
2000009481,30,MAT-000309,31,61413.79
2000009277,10,MAT-000071,80,5911.2
2000002016,40,MAT-000290,2,1068.52
2000000947,40,MAT-000993,34,1339.6
2000006430,30,MAT-000746,66,53683.74
2000001376,40,MAT-000592,75,25494.0
2000006739,30,MAT-000272,39,64503.66
2000001273,10,MAT-000912,44,77990.0
2000007575,20,MAT-000059,62,113592.68
2000005525,50,MAT-000613,22,40272.1
2000001949,20,MAT-000314,28,10980.2
2000006000,10,MAT-000193,49,83591.06
2000007283,10,MAT-000073,86,77699.28
2000005134,10,MAT-000242,92,
2000001802,10,MAT-000341,36,45405.0
2000003826,20,MAT-000064,78,101456.94
2000009985,10,MAT-000938,39,49111.14
2000005211,20,MAT-000378,52,96495.36
2000005629,40,MAT-000936,77,4172.63
2000000318,40,MAT-000667,3,1298.55
2000005628,20,MAT-000424,77,58379.09
2000006510,30,MAT-000345,23,24186.57
2000006416,30,MAT-000937,76,100179.4
2000005875,20,MAT-000056,21,15907.92
2000005655,10,MAT-000904,29,50747.1
2000007765,20,MAT-000036,87,116472.99
2000004858,50,MAT-000364,44,27106.64
2000004897,20,MAT-000874,75,
2000009294,20,MAT-000330,3,1534.32
2000002613,10,MAT-000401,2,843.6
2000008719,40,MAT-000387,44,76990.76
2000005513,30,MAT-000413,63,92709.54
2000001483,20,MAT-000819,5,1352.3
2000002931,10,MAT-000876,95,31229.35
2000001625,40,MAT-000459,95,5430.2
2000003879,30,MAT-000863,19,1229.11
2000006189,20,MAT-000991,31,60849.9
2000006217,50,MAT-000175,8,6471.92
2000005001,30,MAT-000662,78,125682.18
2000000238,10,MAT-000060,69,69965.31
2000004577,10,MAT-000721,4,1984.12
2000006768,10,MAT-000143,58,93573.72
2000004492,10,MAT-000077,43,58267.15
2000004935,10,MAT-000177,4,4312.2
2000001379,50,MAT-000172,17,31455.95
2000005091,20,MAT-000441,72,15474.24
2000006333,20,MAT-000291,54,16088.76
2000003555,20,MAT-000994,2,2200.74
2000009477,30,MAT-000550,76,69469.32
2000006674,10,MAT-000217,76,90221.88
2000004208,10,MAT-000613,3,667.41
2000007452,10,MAT-000104,39,34344.18
2000003327,30,MAT-000606,96,130481.28
2000005570,40,MAT-000689,57,76241.49
2000001899,30,MAT-000031,41,4063.51
2000003904,40,MAT-000813,18,15823.8
2000000691,10,MAT-000780,92,177909.6
2000005066,20,MAT-000576,97,185559.06
2000000196,10,MAT-000883,77,101864.07
2000004065,20,MAT-000077,93,43539.81
2000003849,40,MAT-000582,89,44645.07
2000001277,20,MAT-000566,28,36741.6
2000003315,20,MAT-000356,46,53364.14
2000000157,20,MAT-000407,36,5872.68
2000005503,40,MAT-000195,2,311.18
2000006604,10,MAT-000981,81,40043.16
2000003952,30,MAT-000724,80,111536.8
2000004478,30,MAT-000965,79,71620.61
2000005940,40,MAT-000578,62,63981.52
2000006533,30,MAT-000126,43,65541.46
2000005652,10,MAT-000744,7,3892.14
2000009932,10,MAT-000853,79,62139.82
2000004483,30,MAT-000011,50,64298.5
2000005722,20,MAT-000315,54,53366.58
2000007875,10,MAT-000656,60,102372.6
2000004725,40,MAT-000018,33,
2000005991,10,MAT-000510,36,3048.84
2000008971,20,MAT-000383,30,
2000004501,40,MAT-000064,85,
2000004749,30,MAT-000166,85,77806.45
2000008798,10,MAT-000586,50,47600.5
2000009592,10,MAT-000299,4,883.72
2000009984,40,MAT-000480,58,30331.1
2000007146,20,MAT-000627,37,25246.58
2000002501,30,MAT-000887,57,80684.07
2000004798,10,MAT-000658,72,103222.08
2000009475,40,MAT-000789,65,20655.7
2000007116,40,MAT-000134,77,132136.62
2000000202,20,MAT-000383,75,114746.25
2000004077,20,MAT-000596,96,46720.32
2000008982,10,MAT-000261,12,7221.0
2000007733,40,MAT-000314,93,34053.81
2000007148,10,MAT-000899,64,29031.68
2000004816,10,MAT-000620,28,52947.16
2000005526,10,MAT-000087,50,58733.0
2000008553,10,MAT-000837,19,7907.8
2000004450,20,MAT-000393,72,62380.8
2000008555,10,MAT-000621,67,131665.05
2000003149,20,MAT-000452,42,58626.12
2000008291,50,MAT-000431,6,1515.24
2000003940,20,MAT-000354,83,128067.34
2000008395,10,MAT-000775,2,1849.44
2000006584,10,MAT-000479,42,17677.38
2000004961,40,MAT-000033,27,19672.74
2000007161,10,MAT-000690,16,23498.08
2000002583,40,MAT-000556,45,56397.6
2000000809,30,MAT-000888,78,29872.44
2000005833,50,MAT-000580,11,13013.99
2000002898,20,MAT-000227,24,47886.24
2000003948,10,MAT-000199,1,1588.5
2000002268,10,MAT-000083,26,12603.76
2000001443,10,MAT-000045,56,66683.68
2000005733,10,MAT-000189,96,115283.52
2000006717,20,MAT-000318,67,81053.25
2000004576,40,MAT-000688,3,3046.62
2000005161,10,MAT-000040,58,84550.66
2000008668,30,MAT-000452,30,28610.4
2000005246,20,MAT-000982,100,11548.0
2000001323,10,MAT-000111,79,58791.8
2000005614,40,MAT-000991,21,26760.51
2000009644,10,MAT-000925,67,80960.79
2000000553,20,MAT-000545,48,88490.88
2000008591,10,MAT-000474,68,108963.2
2000009809,20,MAT-000075,78,117550.68
2000001019,30,MAT-000271,13,1729.13
2000009501,40,MAT-000406,9,3748.41
2000004166,30,MAT-000269,54,22563.36
2000009581,10,MAT-000090,3,3817.26
2000005764,30,MAT-000436,13,2356.64
2000000060,50,MAT-000218,28,54999.56
2000005996,10,MAT-000569,57,-64026.96
2000009107,20,MAT-000857,38,58889.36
2000003942,10,MAT-000570,94,41666.44
2000000244,10,MAT-000628,74,34608.32
2000007697,10,MAT-000941,5,4608.8
2000005450,30,MAT-000069,65,66342.9
2000002237,10,MAT-000043,67,49025.24
2000004986,10,MAT-000585,88,118101.28
2000004029,30,MAT-000247,20,13193.2
2000006840,30,MAT-000686,5,7431.35
2000008938,40,MAT-000186,80,
2000009784,10,MAT-000368,76,74193.48
2000000969,30,MAT-000905,45,5688.45
2000001922,10,MAT-000523,89,139582.26
2000002440,10,MAT-000328,68,80025.12
2000000316,10,MAT-000010,47,45407.17
2000000954,20,MAT-000207,16,24763.68
2000002817,20,MAT-000928,48,91005.12
2000007351,20,MAT-000054,61,84653.97
2000008150,10,MAT-000664,48,
2000004949,40,MAT-000396,22,28511.56
2000000090,10,MAT-000410,32,41818.56
2000004927,10,MAT-000613,73,96205.97
2000000553,50,MAT-000271,57,89995.02
2000008174,10,MAT-000820,16,10983.04
2000002108,20,MAT-000149,93,112345.86
2000009238,20,MAT-000023,90,108045.0
2000008545,10,MAT-000944,78,68548.74
2000002475,50,MAT-000232,48,63372.96
2000006752,10,MAT-000968,100,189925.0
2000000079,20,MAT-000950,51,35398.59
2000004454,30,MAT-000907,1,147.14
2000003398,40,MAT-000191,3,5314.29
2000008245,30,MAT-000079,98,142792.86
2000002424,10,MAT-000093,64,80838.4
2000008023,10,MAT-000021,50,75611.5
2000008682,20,MAT-000017,10,6799.9
2000001995,30,MAT-000327,52,60373.04
2000007496,20,MAT-000038,97,38995.94
2000004608,10,MAT-000471,6,994.56
2000005419,40,MAT-000099,84,53088.84
2000005095,20,MAT-000135,80,145276.0
2000009768,10,MAT-000564,74,112374.92
2000005057,10,MAT-000643,88,83090.48
2000007312,10,MAT-000851,59,33676.61
2000006540,30,MAT-000013,33,41119.98
2000006205,10,MAT-000848,46,
2000007045,10,MAT-000288,59,33655.37
2000008548,10,MAT-000228,53,72498.7
2000002702,30,MAT-000133,37,70991.53
2000008037,10,MAT-000572,49,38307.22
2000007577,20,MAT-000161,69,132348.21
2000005630,10,MAT-000826,89,10940.77
2000007312,20,MAT-000232,78,105119.04
2000000926,30,MAT-000204,6,3709.86
2000008612,40,MAT-000296,62,29534.32
2000002518,20,MAT-000578,39,13825.5
2000005556,40,MAT-000816,17,24552.59
2000003481,10,MAT-000879,64,88911.36
2000005778,50,MAT-000157,22,14027.42
2000004493,40,MAT-000091,36,64716.84
2000003446,10,MAT-000988,25,12533.75
2000004567,10,MAT-000789,80,154058.4
2000002181,10,MAT-000801,15,5353.65
2000003377,20,MAT-000974,45,39693.6
2000001902,10,MAT-000766,78,69158.7
2000001518,50,MAT-000291,22,26367.88
2000008291,40,MAT-000165,65,1323.4
2000006873,30,MAT-000349,98,44382.24
2000007791,50,MAT-000638,18,4023.18
2000003882,10,MAT-000582,10,5300.0
2000004544,20,MAT-000095,6,6373.68
2000000277,40,MAT-000024,56,38528.0
2000008124,40,MAT-000721,18,7966.44
2000005824,20,MAT-000577,69,116581.71
2000004365,20,MAT-000445,4,-7265.72
2000000548,20,MAT-000514,57,55669.62
2000003194,10,MAT-000571,42,79130.94
2000005448,20,MAT-000458,71,102321.65
2000003489,20,MAT-000623,67,39592.98
2000003409,10,MAT-000690,80,153964.0
2000001367,10,MAT-000143,93,50247.9
2000001074,40,MAT-000462,69,108425.91
2000009316,20,MAT-000519,83,47749.07
2000006549,50,MAT-000559,59,42494.16
2000005771,20,MAT-000089,92,27347.92
2000000391,20,MAT-000645,14,26884.62
2000002081,10,MAT-000753,60,80398.8
2000005037,20,MAT-000903,11,15061.31
2000008018,40,MAT-000841,10,9676.7
2000002868,10,MAT-000104,56,31684.24
2000009944,20,MAT-000471,97,118814.33
2000000655,10,MAT-000380,34,44104.12
2000005023,30,MAT-000117,26,43846.92
2000003392,50,MAT-000405,88,
2000009024,10,MAT-000024,10,2507.4
2000007962,10,MAT-000006,71,62383.44
2000008934,20,MAT-000550,56,84106.4
2000002526,20,MAT-000328,68,10580.8
2000004403,10,MAT-000818,29,31378.29
2000007509,40,MAT-000004,27,10271.88
2000006641,10,MAT-000533,56,66929.52
2000005725,20,MAT-000090,22,39801.3
2000000338,20,MAT-000624,50,27541.0
2000001529,40,MAT-000667,13,21838.05
2000007824,30,MAT-000816,67,
2000008056,30,MAT-000807,33,17866.2
2000007135,10,MAT-000758,47,57923.27
2000001020,10,MAT-000155,78,51006.54
2000008061,10,MAT-000184,91,63207.69
2000004833,10,MAT-000510,5,2391.55
2000001376,30,MAT-000794,17,33856.01
2000009790,10,MAT-000080,11,17805.81
2000008680,20,MAT-000759,44,34460.36
2000009410,20,MAT-000263,30,33201.6
2000005361,10,MAT-000578,1,53.42
2000005679,10,MAT-000798,41,64802.55
2000005504,40,MAT-000238,72,37264.32
2000001149,20,MAT-000196,61,59551.25
2000000593,30,MAT-000450,85,126876.95
2000005819,50,MAT-000998,76,144909.2
2000002203,30,MAT-000447,19,36507.17
2000009389,10,MAT-000131,54,
2000004600,40,MAT-000640,76,2678.24
2000008044,20,MAT-000748,5,7186.7
2000005164,10,MAT-000212,67,80571.52
2000004697,20,MAT-000526,52,96097.56
2000006188,30,MAT-000726,22,1574.1
2000003840,10,MAT-000278,4,7607.28
2000006146,10,MAT-000832,64,66899.84
2000009774,40,MAT-000220,57,111467.49
2000007213,10,MAT-000601,53,85141.32
2000004688,10,MAT-000379,94,8459.06
2000006985,30,MAT-000773,5,6583.9
2000000646,20,MAT-000407,23,17177.55
2000003325,10,MAT-000298,23,45499.75
2000007233,50,MAT-000842,71,50863.69
2000003342,40,MAT-000517,36,50103.0
2000003382,10,MAT-000821,33,61462.83
2000009856,30,MAT-000022,1,1320.32
2000008630,10,MAT-000049,17,8165.44
2000002451,20,MAT-000849,83,2627.78
2000001546,10,MAT-000973,40,48802.4
2000006383,10,MAT-000066,34,12972.7
2000002499,10,MAT-000669,12,19193.76
2000001420,20,MAT-000590,62,28569.6
2000006977,30,MAT-000647,68,17677.96
2000002635,30,MAT-000035,39,11095.89
2000004951,20,MAT-000683,21,37284.24
2000000514,10,MAT-000601,33,5617.92
2000007339,10,MAT-000935,35,54819.8
2000007408,10,MAT-000511,92,174777.92
2000005795,40,MAT-000788,93,69238.5
2000005973,20,MAT-000314,12,3231.84
2000000296,10,MAT-000362,69,
2000000529,10,MAT-000391,93,84799.26
2000009141,30,MAT-000076,83,67032.46
2000004288,50,MAT-000908,13,15967.38
2000009262,20,MAT-000399,87,143910.18
2000009812,20,MAT-000704,23,11686.07
2000006127,10,MAT-000189,3,4983.18
2000005848,10,MAT-000493,63,96866.28
2000000640,20,MAT-000212,46,74792.32
2000003016,10,MAT-000578,98,24826.34
2000005837,20,MAT-000538,64,32014.72
2000004137,40,MAT-000419,85,
2000002671,40,MAT-000399,31,33579.82
2000003286,40,MAT-000522,94,92155.72
2000001203,10,MAT-000517,38,26614.06
2000009849,10,MAT-000389,83,94126.15
2000004230,10,MAT-000402,97,67571.17
2000009541,30,MAT-000163,57,13051.86
2000001662,20,MAT-000136,65,46967.05
2000002193,10,MAT-000393,11,12942.71
2000004812,20,MAT-000206,29,17573.42
2000008961,40,MAT-000127,94,128885.28
2000000510,50,MAT-000256,12,8312.28
2000004555,10,MAT-000095,76,21908.52
2000009448,30,MAT-000150,7,6622.63
2000006318,20,MAT-000980,64,84972.16
2000009842,10,MAT-000341,76,49385.56
2000001369,10,MAT-000827,3,3855.93
2000002393,20,MAT-000644,94,182203.96
2000005214,20,MAT-000160,37,41977.61
2000000596,20,MAT-000864,68,24605.8
2000005229,50,MAT-000875,54,96664.86
2000003101,20,MAT-000455,22,33877.8
2000002223,10,MAT-000024,94,170471.82
2000000671,50,MAT-000643,71,25249.73
2000009942,30,MAT-000963,26,6300.06
2000009365,50,MAT-000608,72,81999.36
2000007400,40,MAT-000353,97,175145.14
2000007919,30,MAT-000852,77,99135.96
2000009228,10,MAT-000299,75,59221.5
2000001778,50,MAT-000923,60,86160.6
2000007415,10,MAT-000214,32,49973.12
2000006902,40,MAT-000662,18,31277.88
2000007413,20,MAT-000186,52,66058.72
2000009640,20,MAT-000822,79,41690.67
2000002732,20,MAT-000790,64,7814.4
2000007253,30,MAT-000492,12,2958.72
2000007242,10,MAT-000228,51,76932.48
2000009057,10,MAT-000210,5,2351.15
2000007981,30,MAT-000671,36,50093.28
2000000103,30,MAT-000991,93,24233.94
2000000574,10,MAT-000929,75,120837.75
2000004904,40,MAT-000819,43,27851.1
2000005651,50,MAT-000062,62,92651.56
2000007955,10,MAT-000214,48,17081.28
2000003986,30,MAT-000540,43,4365.36
2000000314,20,MAT-000170,52,30806.88
2000002693,10,MAT-000524,61,89809.69
2000000147,40,MAT-000747,73,23812.6
2000007099,20,MAT-000660,43,34487.29
2000009436,20,MAT-000936,16,24168.64
2000002616,20,MAT-000523,2,1379.7
2000000071,40,MAT-000994,90,4403.7
2000008346,30,MAT-000999,84,61898.76
2000009130,30,MAT-000325,38,17739.92
2000005033,50,MAT-000375,80,116411.2
2000001774,30,MAT-000931,73,111084.1
2000002271,10,MAT-000705,27,10215.99
2000007660,20,MAT-000038,88,159059.12
2000007210,10,MAT-000424,19,11984.63
2000005948,20,MAT-000102,51,41775.63
2000000770,30,MAT-000642,87,70335.15
2000001778,10,MAT-000620,25,45862.25
2000009027,30,MAT-000038,16,5537.76
2000002377,30,MAT-000436,64,53948.16
2000001921,30,MAT-000593,96,144240.96
2000000350,50,MAT-000454,55,75722.9
2000007784,10,MAT-000299,41,64406.9
2000009353,10,MAT-000838,33,53187.09
2000006671,20,MAT-000590,28,2246.72
2000000347,40,MAT-000595,14,25175.08
2000007789,10,MAT-000402,1,1721.43
2000002576,40,MAT-000794,62,78835.48
2000006655,40,MAT-000290,38,26255.34
2000007740,10,MAT-000261,6,7600.08
2000004529,40,MAT-000886,3,2435.34
2000005640,40,MAT-000525,89,22794.68
